City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,mormugao,15.4,73.8,30.59,45,1,2.06,IN,1707196589
83,sumbe,-11.2061,13.8437,26.7,87,99,2.82,AO,1707196678
84,tiksi,71.6872,128.8694,-26.55,88,99,1.38,RU,1707196679
85,progreso,21.2833,-89.6667,18.39,90,98,10.97,MX,1707196679
86,iskateley,67.6803,53.1512,-18.88,97,100,1.79,RU,1707196679
87,sao vicente,-23.9631,-46.3919,26.82,26,48,1.35,BR,1707196679
88,la'ie,21.6477,-157.9253,23.58,75,54,4.02,US,1707196679
89,puerto natales,-51.7236,-72.4875,8.34,78,97,1.57,CL,1707196680
90,hobyo,5.3505,48.5268,27.37,71,45,7.75,SO,1707196680
91,lihue,21.9789,-159.3672,22.77,73,20,8.23,US,1707196680
92,georgetown,5.4112,100.3354,30.96,70,20,3.6,MY,1707196517
93,punta arenas,-53.15,-70.9167,10.06,71,75,4.12,CL,1707196680
94,al muwayh,22.4333,41.7583,13.97,21,96,3.69,SA,1707196681
95,karratha,-20.7377,116.8463,31.61,54,73,6.22,AU,1707196681
96,madugula,17.9167,82.8,28.58,42,0,1.44,IN,1707196681
97,mount pearl,47.5166,-52.7813,1.29,98,100,9.26,CA,1707196681
98,bethel,41.3712,-73.414,-0.8,55,0,0.45,US,1707196681
99,yellowknife,62.456,-114.3525,-25.95,82,40,1.54,CA,1707196682
100,pierre,44.3683,-100.351,9.51,74,0,8.23,US,1707196627
101,saipan,15.1355,145.701,29.39,61,75,6.17,MP,1707196682
102,lamar,33.6668,-95.5836,8.69,69,0,3.6,US,1707196682
103,khromtau,50.2503,58.4347,0.27,86,100,8.72,KZ,1707196682
104,lycksele,64.5954,18.6735,-14.07,85,75,0.0,SE,1707196683
105,woods creek,47.8787,-121.8985,6.35,87,100,0.38,US,1707196683
106,port blair,11.6667,92.75,29.02,61,49,3.6,IN,1707196683
107,bandar seri begawan,4.9403,114.9481,29.99,84,75,2.68,BN,1707196683
108,kampene,-3.6,26.6667,19.52,99,100,1.03,CD,1707196684
109,utrik,11.2278,169.8474,26.49,83,35,8.81,MH,1707196684
110,tumut,-35.3,148.2167,28.75,37,16,4.5,AU,1707196684
111,mashhad,36.297,59.6062,5.08,70,40,2.06,IR,1707196684
112,chillan,-36.6066,-72.1034,14.18,82,87,0.51,CL,1707196540
113,hamilton,39.1834,-84.5333,1.8,84,100,7.72,US,1707196637
114,mount gambier,-37.8333,140.7667,20.65,42,0,4.71,AU,1707196685
115,richards bay,-28.783,32.0377,23.63,82,17,1.37,ZA,1707196685
116,mutuali,-14.8706,37.0044,21.93,96,100,0.58,MZ,1707196685
117,casalbordino-miracoli,42.1535,14.5991,10.28,75,49,2.05,IT,1707196685
118,dawesville,30.9224,-84.0091,9.82,88,100,2.68,US,1707196686
119,invercargill,-46.4,168.35,14.92,99,100,0.59,NZ,1707196686
120,tacna,-18.0056,-70.2483,22.11,73,0,1.54,PE,1707196686
121,kiunga,-6.1219,141.2906,32.44,58,89,2.0,PG,1707196686
122,anchorage,61.2181,-149.9003,-2.05,84,100,3.09,US,1707196527
123,olonkinbyen,70.9221,-8.7187,-1.84,70,66,4.51,SJ,1707196687
124,ola,59.5833,151.2833,-14.92,78,100,3.86,RU,1707196687
125,ghat,24.9647,10.1728,7.7,51,24,1.15,LY,1707196687
126,ikalamavony,-21.15,46.5833,22.82,82,38,0.87,MG,1707196687
127,halifax,44.6453,-63.5724,0.27,91,97,4.02,CA,1707196432
128,keflavik,64.0049,-22.5624,-6.76,68,75,7.2,IS,1707196688
129,gadzhiyevo,69.2551,33.3362,-17.16,100,100,4.44,RU,1707196688
130,kotlas,61.2611,46.6556,-19.97,100,100,0.89,RU,1707196688
131,eyl,7.9803,49.8164,26.1,65,57,6.65,SO,1707196689
132,bikenibeu village,1.3673,173.1241,29.98,70,75,2.06,KI,1707196689
133,simplicio mendes,-7.8539,-41.9103,25.42,55,91,2.93,BR,1707196689
134,ojinaga,29.5667,-104.4167,14.53,38,0,3.6,MX,1707196689
135,hermanus,-34.4187,19.2345,22.11,87,88,2.27,ZA,1707196689
136,flying fish cove,-10.4217,105.6791,28.82,83,75,3.09,CX,1707196690
137,bilibino,68.0546,166.4372,-35.25,100,100,0.67,RU,1707196690
138,taro,-8.3862,115.28,27.0,54,58,2.15,ID,1707196690
139,longyearbyen,78.2186,15.6401,-5.09,63,75,6.69,SJ,1707196690
140,namibe,-15.1961,12.1522,24.7,80,100,1.11,AO,1707196690
141,dudinka,69.4058,86.1778,-28.51,98,45,1.79,RU,1707196691
142,lompoc,34.6391,-120.4579,11.94,89,100,1.54,US,1707196666
143,puerto ayora,-0.7393,-90.3518,25.86,95,46,1.79,EC,1707196691
144,whitehorse,60.7161,-135.0538,-18.44,79,100,1.03,CA,1707196691
145,semey,50.4111,80.2275,-2.88,59,0,7.0,KZ,1707196585
146,manado,1.487,124.8455,32.43,62,40,1.54,ID,1707196576
147,wainwright,52.839,-110.8572,-7.15,97,100,1.21,CA,1707196692
148,badger,64.8,-147.5333,-25.0,78,40,2.57,US,1707196692
149,namtsy,62.7161,129.6658,-32.39,95,73,0.72,RU,1707196692
150,ayvacik,39.6011,26.4047,10.91,83,0,2.76,TR,1707196693
151,petropavlovsk-kamchatsky,53.0452,158.6483,-4.67,74,75,2.68,RU,1707196693
152,punta alta,-38.8759,-62.0736,26.16,56,79,4.53,AR,1707196674
153,margaret river,-33.95,115.0667,23.39,48,9,4.6,AU,1707196693
154,sitka,57.0531,-135.33,1.94,87,75,2.06,US,1707196694
155,butte,39.6499,-121.5677,10.01,79,100,3.6,US,1707196694
156,port alfred,-33.5906,26.891,20.66,98,86,0.89,ZA,1707196694
157,thompson,55.7435,-97.8558,-7.91,86,100,5.66,CA,1707196694
158,carnarvon,-24.8667,113.6333,34.99,31,6,7.31,AU,1707196695
159,tsiombe,-25.3,45.4833,24.73,84,59,2.2,MG,1707196695
160,altai,46.3722,96.2583,-14.49,61,27,0.81,MN,1707196695
161,bahia de kino,28.8333,-111.9333,17.07,41,84,2.73,MX,1707196695
162,bhimunipatnam,17.8833,83.4333,28.73,64,0,2.86,IN,1707196696
163,mamontovo,52.7055,81.6244,-6.97,86,39,4.91,RU,1707196696
164,springs,-26.25,28.4,20.93,77,0,1.59,ZA,1707196696
165,san jeronimo de juarez,17.1333,-100.4667,23.55,86,4,2.19,MX,1707196696
166,kill devil hills,36.0307,-75.676,7.21,80,0,6.69,US,1707196671
167,soto la marina,23.7667,-98.2167,14.24,49,0,1.87,MX,1707196697
168,quelimane,-17.8786,36.8883,27.97,89,40,0.0,MZ,1707196697
169,gasa,31.5,34.4667,15.3,67,92,4.37,PS,1707196697
170,hithadhoo,-0.6,73.0833,28.29,75,52,3.76,MV,1707196698
171,dingras,18.1032,120.6967,28.86,79,40,3.6,PH,1707196698
172,tembisa,-25.9964,28.2268,21.28,67,0,1.79,ZA,1707196698
173,nuuk,64.1835,-51.7216,-12.66,78,75,7.72,GL,1707196698
174,nemuro,43.3236,145.575,-6.18,63,39,4.55,JP,1707196556
175,saint-francois,46.4154,3.9054,4.8,94,100,1.54,FR,1707196699
176,kapuskasing,49.4169,-82.4331,-2.95,93,100,2.57,CA,1707196699
177,tsengel,49.4783,100.8894,-14.4,78,75,1.65,MN,1707196699
178,hargeysa,9.56,44.065,16.93,55,2,5.83,SO,1707196699
179,illapel,-31.6308,-71.1653,21.41,70,0,1.31,CL,1707196649
180,humaita,-7.5061,-63.0208,23.33,97,91,0.58,BR,1707196699
181,bam,29.106,58.357,11.82,22,0,0.7,IR,1707196700
182,kodiak,57.79,-152.4072,0.73,80,0,2.06,US,1707196700
183,quellon,-43.1167,-73.6167,12.26,92,91,1.67,CL,1707196700
184,suva,-18.1416,178.4415,27.71,83,75,2.57,FJ,1707196578
185,aitape,-3.1374,142.3475,29.1,78,100,4.92,PG,1707196700
186,west bay,19.3667,-81.4167,25.03,69,10,1.79,KY,1707196701
187,marka,1.7159,44.7717,27.79,76,93,8.42,SO,1707196701
188,hangu,39.2489,117.7892,3.02,45,10,2.98,CN,1707196701
189,arcachon,44.5875,-1.0519,8.03,93,100,1.03,FR,1707196702
190,n'dalatando,-9.2978,14.9116,19.86,99,100,0.75,AO,1707196702
191,dawson creek,55.7666,-120.2362,-8.2,86,0,2.06,CA,1707196702
192,weno,7.4515,151.8468,29.97,62,75,6.17,FM,1707196702
193,mesolongi,38.3702,21.4295,13.84,76,2,1.24,GR,1707196702
194,bulgan,48.8125,103.5347,-11.99,77,49,0.8,MN,1707196703
195,el nido,11.1858,119.3956,28.27,68,77,3.6,PH,1707196703
196,lekeitio,43.3666,-2.5007,12.99,91,100,1.42,ES,1707196703
197,klaksvik,62.2266,-6.589,0.51,64,100,15.97,FO,1707196703
198,puerto lempira,15.2667,-83.7667,24.97,58,43,6.82,HN,1707196704
199,yigo village,13.5361,144.8886,28.62,63,20,6.69,GU,1707196704
200,yarim,14.298,44.3779,11.93,77,58,1.21,YE,1707196704
201,alagoa nova,-7.0708,-35.7583,23.35,96,53,1.51,BR,1707196704
202,qaqortoq,60.7167,-46.0333,-21.36,68,0,2.84,GL,1707196704
203,holualoa,19.6228,-155.9522,21.91,87,75,2.06,US,1707196704
204,general villegas,-35.0328,-63.0125,24.02,70,98,2.53,AR,1707196424
205,queenstown,-31.8976,26.8753,21.04,62,0,0.4,ZA,1707196705
206,correia pinto,-27.5847,-50.3611,16.19,99,100,1.06,BR,1707196705
207,west island,-12.1568,96.8225,29.99,74,75,4.12,CC,1707196705
208,takoradi,4.8845,-1.7554,25.56,92,10,1.17,GH,1707196497
209,manismata,-2.4667,111.0333,32.35,49,100,1.84,ID,1707196706
210,caleta de carquin,-11.0925,-77.6267,24.37,79,89,3.09,PE,1707196706
211,constantia,44.1833,28.65,5.39,80,44,5.92,RO,1707196561
212,burang,30.25,81.1667,-7.63,35,8,5.35,CN,1707196707
213,happy valley-goose bay,53.3168,-60.3315,-13.83,78,75,2.06,CA,1707196707
214,nadym,65.5333,72.5167,-14.74,95,100,8.09,RU,1707196707
215,beira,-19.8436,34.8389,28.05,89,40,1.54,MZ,1707196707
216,crane,31.3974,-102.3501,10.79,49,38,3.31,US,1707196468
217,vila franca do campo,37.7167,-25.4333,18.27,99,99,3.9,PT,1707196707
218,upington,-28.4478,21.2561,21.21,49,0,1.54,ZA,1707196708
219,puerto colombia,10.9878,-74.9547,24.05,84,39,2.73,CO,1707196708
220,ndele,8.4109,20.6473,20.71,24,77,2.96,CF,1707196708
221,stanley,54.868,-1.6985,10.16,88,75,5.14,GB,1707196708
222,portage la prairie,49.9728,-98.2926,2.28,72,100,0.64,CA,1707196708
223,cruzeiro do sul,-29.5128,-51.9853,24.73,90,100,0.97,BR,1707196709
224,plettenberg bay,-34.0527,23.3716,20.76,85,75,0.79,ZA,1707196709
225,edd,13.9297,41.6925,25.05,83,66,4.38,ER,1707196709
226,aasiaat,68.7098,-52.8699,-28.81,85,82,4.19,GL,1707196709
227,douentza,14.9951,-2.9517,17.68,13,1,2.18,ML,1707196709
228,xylofagou,34.9772,33.8492,14.16,51,0,3.17,CY,1707196710
229,levuka,50.1834,-105.4011,-1.1,84,100,2.68,CA,1707196710
230,uturoa,-16.7333,-151.4333,28.1,82,100,7.9,PF,1707196710
231,sinan,34.8262,126.1086,6.06,72,100,6.41,KR,1707196710
232,kenai,60.5544,-151.2583,-3.81,97,100,2.06,US,1707196710
233,rouissat,31.9243,5.3502,5.04,65,0,1.54,DZ,1707196711
234,anadyr,64.75,177.4833,-23.72,84,100,6.0,RU,1707196711
235,khandyga,62.6667,135.6,-31.73,94,49,0.27,RU,1707196716
236,brandfort,-28.7001,26.4597,17.67,53,0,4.62,ZA,1707196716
237,fraga,41.5229,0.3489,4.46,65,100,0.49,ES,1707196717
238,amga,60.8953,131.9608,-24.92,94,94,0.4,RU,1707196717
239,prey veng,11.4868,105.3253,33.61,41,12,3.66,KH,1707196717
240,port saint john's,-31.6229,29.5448,23.94,82,0,2.12,ZA,1707196717
241,qusmuryn,52.4503,64.6311,0.73,95,100,9.72,KZ,1707196717
242,kununurra,-15.7667,128.7333,31.99,58,40,2.57,AU,1707196717
243,thunder bay,48.4001,-89.3168,-0.05,100,100,0.0,CA,1707196563
244,hasaki,35.7333,140.8333,6.27,83,100,8.58,JP,1707196718
245,chokwe,-24.5333,32.9833,25.31,81,26,1.47,MZ,1707196718
246,luanda,-8.8368,13.2343,24.0,94,100,2.06,AO,1707196718
247,fort st. john,56.2499,-120.8529,-7.06,73,75,4.12,CA,1707196718
248,kaga bandoro,6.9896,19.1874,21.27,30,1,1.62,CF,1707196719
249,colares,38.7992,-9.4469,14.07,91,100,3.13,PT,1707196719
250,bingol,38.8847,40.4939,-1.71,93,75,1.54,TR,1707196719
251,greenville,35.6127,-77.3663,5.09,82,0,3.6,US,1707196488
252,afaahiti,-17.75,-149.2833,26.93,92,100,12.38,PF,1707196720
253,saldanha,-33.0117,17.9442,17.62,97,55,2.24,ZA,1707196720
254,haiku-pauwela,20.9219,-156.3051,22.25,69,20,8.75,US,1707196720
255,konstantinovka,49.6167,127.9833,-13.51,83,17,1.7,RU,1707196720
256,alofi,-19.0595,-169.9187,27.94,74,17,4.91,NU,1707196627
257,san antonio de pale,-1.4014,5.6325,27.82,77,100,2.81,GQ,1707196721
258,cockburn town,21.4612,-71.1419,26.19,77,63,8.25,TC,1707196721
259,shalqar,47.8333,59.6,1.07,92,86,8.24,KZ,1707196721
260,mili,6.0815,171.735,27.59,79,95,6.69,MH,1707196721
261,bopolu,7.0667,-10.4875,22.09,99,27,0.48,LR,1707196721
262,jamestown,42.097,-79.2353,-2.77,85,0,3.6,US,1707196490
263,kloulklubed,7.0419,134.2556,26.56,88,100,6.32,PW,1707196722
264,santa cruz,-17.8,-63.1667,23.7,88,40,3.09,BO,1707196722
265,asau,46.4333,26.4,8.51,74,29,5.67,RO,1707196722
266,hammerfest,70.6634,23.6821,-8.75,79,0,2.06,NO,1707196722
267,washington,47.5001,-120.5015,3.69,88,100,0.29,US,1707196560
268,alexandria,31.2156,29.9553,12.3,73,0,3.82,EG,1707196723
269,paijan,-7.7333,-79.3022,23.57,74,47,3.19,PE,1707196723
270,larache,35.1932,-6.1557,12.14,86,70,2.69,MA,1707196723
271,katsuura,35.1333,140.3,5.72,96,100,7.2,JP,1707196723
272,udon thani,17.3333,102.8333,35.46,25,1,2.06,TH,1707196723
273,acapulco de juarez,16.8634,-99.8901,23.9,88,20,2.06,MX,1707196504
274,port lincoln,-34.7333,135.8667,19.87,50,0,6.01,AU,1707196724
275,jabor,5.921,169.6434,28.07,72,99,6.45,MH,1707196724
276,kirakira,-10.4544,161.9205,29.39,77,43,5.51,SB,1707196724
277,najaf,31.9985,44.3398,10.88,66,20,2.57,IQ,1707196725
278,belmonte,-15.8631,-38.8828,25.16,86,30,0.8,BR,1707196725
279,klyuchi,52.2667,79.1667,-5.78,86,93,4.51,RU,1707196725
280,magong,23.5654,119.5863,17.84,85,100,12.28,TW,1707196725
281,palmer,42.1584,-72.3287,-1.77,52,0,5.14,US,1707196725
282,mar del plata,-38.0023,-57.5575,21.08,89,0,7.6,AR,1707196686
283,hawaiian paradise park,19.5933,-154.9731,19.73,86,100,2.57,US,1707196539
284,muzaffarabad,34.37,73.4711,9.98,48,1,0.62,PK,1707196726
285,saint croix,17.7397,-64.7388,27.25,88,75,3.6,VI,1707196726
286,kuanda,56.3161,116.0806,-18.13,86,100,0.7,RU,1707196726
287,polyarnyy,69.1989,33.4478,-17.19,100,100,4.45,RU,1707196726
288,taunggyi,20.7833,97.0333,23.97,26,0,2.14,MM,1707196727
289,nantucket,41.2835,-70.0995,1.12,69,100,7.2,US,1707196530
290,minas de marcona,-15.2119,-75.1103,19.56,87,79,2.44,PE,1707196727
291,majene,-3.5403,118.9707,30.14,65,98,2.71,ID,1707196727
292,porto novo,6.4965,2.6036,24.9,51,7,1.61,BJ,1707196727
293,lethem,3.3803,-59.7968,27.31,68,92,3.66,GY,1707196728
294,gaalkacyo,6.7697,47.4308,24.87,58,36,6.9,SO,1707196728
295,tazacorte,28.629,-17.9293,20.08,22,0,3.6,ES,1707196728
296,port isabel,26.0734,-97.2086,13.02,82,0,2.57,US,1707196728
297,rikaze,29.25,88.8833,3.28,11,0,1.73,CN,1707196728
298,kralendijk,12.15,-68.2667,27.99,89,66,2.06,BQ,1707196671
299,mildura,-34.2,142.15,26.71,27,0,8.68,AU,1707196651
300,i-n-salah,27.1935,2.4607,11.42,38,56,5.04,DZ,1707196729
301,berdigestyakh,62.0989,126.6992,-23.93,93,69,0.6,RU,1707196729
302,kapa'a,22.0752,-159.319,23.18,73,20,8.23,US,1707196729
303,kittila,67.6647,24.8936,-20.92,77,100,0.51,FI,1707196730
304,koryazhma,61.3143,47.1691,-20.05,100,100,0.48,RU,1707196730
305,kingston,17.997,-76.7936,24.53,91,40,3.09,JM,1707196730
306,new norfolk,-42.7826,147.0587,20.95,31,79,4.15,AU,1707196730
307,ouallam,14.3188,2.0866,17.52,15,76,5.71,NE,1707196730
308,oyem,1.5995,11.5793,19.78,98,35,1.18,GA,1707196731
309,arteche,12.2645,125.4048,27.5,74,97,5.07,PH,1707196731
310,saint-philippe,-21.3585,55.7679,27.77,70,74,3.58,RE,1707196731
311,baruun-urt,46.6806,113.2792,-16.35,80,4,2.51,MN,1707196731
312,mirny,62.5353,113.9611,-10.86,93,100,1.25,RU,1707196561
313,lamu,-2.2717,40.902,27.5,81,56,4.25,KE,1707196732
314,bel ombre,-4.6167,55.4167,30.91,66,20,2.06,SC,1707196732
315,ngaoundere,7.3167,13.5833,15.94,25,100,2.15,CM,1707196632
316,lobujya,27.95,86.8167,-10.43,41,0,5.29,NP,1707196732
317,djenne,13.9061,-4.5533,19.68,13,0,4.14,ML,1707196733
318,tofol,5.3248,163.0078,28.05,74,99,6.99,FM,1707196733
319,farim,12.4839,-15.2217,20.06,33,0,0.83,GW,1707196702
320,port elizabeth,-33.918,25.5701,22.28,92,75,1.03,ZA,1707196733
321,nova sintra,14.8667,-24.7167,20.75,65,0,5.57,CV,1707196733
322,ancud,-41.8697,-73.8203,14.0,94,100,3.19,CL,1707196658
323,cide,41.8921,33.0044,10.65,82,78,6.91,TR,1707196734
324,altay,47.8667,88.1167,-5.99,72,16,0.88,CN,1707196734
325,almodovar,37.4959,-8.0937,11.37,73,100,1.34,PT,1707196734
326,lichuan,30.3,108.85,2.06,92,99,0.81,CN,1707196553
327,chui,-33.6971,-53.4616,19.75,80,79,3.64,UY,1707196734
328,pokhara,28.2333,83.9833,19.08,31,33,2.57,NP,1707196586
329,pesqueira,-8.3578,-36.6964,19.89,98,70,1.83,BR,1707196735
330,romny,50.751,33.4747,-1.4,86,95,5.41,UA,1707196735
331,barkly west,-28.5354,24.5215,19.6,19,0,1.01,ZA,1707196735
332,severnoye,56.3491,78.3619,-4.45,93,96,7.6,RU,1707196735
333,raja,8.4596,25.678,18.8,21,38,2.96,SS,1707196736
334,kismayo,-0.3582,42.5454,27.79,80,77,6.65,SO,1707196736
335,verkhotur'ye,58.8627,60.8054,-10.11,99,100,1.63,RU,1707196736
336,salalah,17.0151,54.0924,24.05,60,0,1.03,OM,1707196736
337,campo verde,-20.4167,-54.0667,20.97,96,100,2.22,BR,1707196736
338,walvis bay,-22.9575,14.5053,19.53,94,100,2.06,NA,1707196737
339,kyren,51.6828,102.1408,-7.81,68,67,0.45,RU,1707196737
340,wakkanai,45.4094,141.6739,-2.73,73,94,0.89,JP,1707196572
341,askoy,60.4092,5.226,-1.81,74,0,2.57,NO,1707196737
342,trapani,37.8333,12.6667,10.15,87,20,3.09,IT,1707196737
343,vila velha,-20.3297,-40.2925,26.97,91,40,3.09,BR,1707196738
344,mansa,29.9833,75.3833,17.28,31,0,2.73,IN,1707196738
345,pader palwo,2.8006,33.135,23.35,51,51,0.22,UG,1707196738
346,vorgashor,67.5833,63.95,-20.11,94,88,2.97,RU,1707196738
347,malpica,43.3228,-8.8105,11.32,83,99,2.27,ES,1707196738
348,fisterra,42.9049,-9.2629,10.01,79,98,2.45,ES,1707196739
349,pisco,-13.7,-76.2167,24.03,88,100,5.66,PE,1707196739
350,kiama,-34.6833,150.8667,21.11,91,100,0.89,AU,1707196739
351,northam,51.0333,-4.2167,10.77,97,100,12.2,GB,1707196739
352,pontian kechil,1.4866,103.3896,34.17,65,100,2.73,MY,1707196739
353,tolanaro,-25.0319,46.9987,25.75,81,65,5.81,MG,1707196739
354,mao,39.8885,4.2658,12.31,100,75,2.06,ES,1707196740
355,novodvinsk,64.4165,40.8122,-25.12,100,70,0.83,RU,1707196740
356,balykshi,47.0667,51.8667,1.0,100,100,7.0,KZ,1707196740
357,buchanan,5.8808,-10.0467,25.79,89,14,0.4,LR,1707196740
358,greymouth,-42.4667,171.2,18.95,72,25,3.26,NZ,1707196741
359,zara,44.1197,15.2422,7.34,100,20,2.57,HR,1707196741
360,canutama,-6.5339,-64.3831,23.02,97,55,0.84,BR,1707196741
361,port douglas,-16.4833,145.4667,28.75,79,33,1.82,AU,1707196741
362,ampanihy,-24.7,44.75,25.27,76,11,4.83,MG,1707196741
363,viqueque,-8.8673,126.3658,27.93,80,83,1.45,TL,1707196742
364,santa marta,11.2408,-74.199,28.03,78,75,0.0,CO,1707196742
365,usogorsk,63.4106,48.6872,-20.19,97,100,1.84,RU,1707196742
